pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
23-03-2019 10:21,23-03-2019 10:26,1,0.92,5.5,2.2,0,11,yellow,credit card,Lincoln Square East,Central Park,Manhattan,Manhattan
09-03-2019 15:20,09-03-2019 15:26,1,1.07,6,1,0,10.3,yellow,credit card,Upper West Side South,Clinton East,Manhattan,Manhattan
10-03-2019 12:02,10-03-2019 12:16,1,1.9,11,0,0,14.3,yellow,cash,Midtown East,Penn Station/Madison Sq West,Manhattan,Manhattan
23-03-2019 03:03,23-03-2019 03:07,3,0.51,4.5,1.66,0,9.96,yellow,credit card,Greenwich Village South,West Village,Manhattan,Manhattan
16-03-2019 08:41,16-03-2019 08:44,1,1.3,5.5,0,0,8.8,yellow,cash,Flatiron,Midtown East,Manhattan,Manhattan
01-03-2019 12:00,01-03-2019 12:08,1,0.6,6.5,1,0,10.8,yellow,credit card,Upper East Side South,Midtown North,Manhattan,Manhattan
20-03-2019 13:08,20-03-2019 13:33,1,13.9,39,9.1,5.76,54.66,yellow,credit card,LaGuardia Airport,Riverdale/North Riverdale/Fieldston,Queens,Bronx
16-03-2019 10:53,16-03-2019 10:56,1,1.1,5,1.66,0,9.96,yellow,credit card,Upper East Side North,Lenox Hill West,Manhattan,Manhattan
13-03-2019 22:26,13-03-2019 22:37,2,2,9.5,0,0,13.3,yellow,credit card,Union Sq,Lower East Side,Manhattan,Manhattan
31-03-2019 10:34,31-03-2019 10:39,1,1.15,6,0,0,9.3,yellow,cash,Midtown Center,Union Sq,Manhattan,Manhattan
02-03-2019 20:11,02-03-2019 20:16,2,0.5,4.5,0,0,8.3,yellow,cash,Midtown East,Murray Hill,Manhattan,Manhattan
22-03-2019 09:36,22-03-2019 09:48,1,0.85,8.5,0,0,11.8,yellow,cash,Midtown East,Times Sq/Theatre District,Manhattan,Manhattan
13-03-2019 13:55,13-03-2019 14:03,1,0.91,7,0,0,10.3,yellow,cash,Upper East Side North,Yorkville East,Manhattan,Manhattan
21-03-2019 23:11,21-03-2019 23:17,1,0.64,5,0,0,8.8,yellow,cash,West Village,West Village,Manhattan,Manhattan
05-03-2019 23:10,05-03-2019 23:20,1,1.71,8.5,2.46,0,14.76,yellow,credit card,Union Sq,Times Sq/Theatre District,Manhattan,Manhattan
28-03-2019 15:38,28-03-2019 15:40,1,0.4,4,0,0,7.3,yellow,cash,Flatiron,Penn Station/Madison Sq West,Manhattan,Manhattan
27-03-2019 15:53,27-03-2019 16:27,1,4.36,23,7.89,0,34.19,yellow,credit card,Upper West Side North,Murray Hill,Manhattan,Manhattan
21-03-2019 18:48,21-03-2019 19:00,1,1.53,9,2.66,0,15.96,yellow,credit card,Sutton Place/Turtle Bay North,Lenox Hill East,Manhattan,Manhattan
22-03-2019 00:04,22-03-2019 00:22,1,5.82,19.5,0,0,23.3,yellow,credit card,Upper East Side South,Washington Heights South,Manhattan,Manhattan
04-03-2019 13:23,04-03-2019 13:35,1,1.8,10,1,0,14.3,yellow,credit card,Gramercy,SoHo,Manhattan,Manhattan
24-03-2019 13:52,24-03-2019 14:07,1,2.84,12.5,3.16,0,18.96,yellow,credit card,Midtown North,East Village,Manhattan,Manhattan
04-03-2019 17:56,04-03-2019 18:08,1,4.3,14.5,3.75,0,22.55,yellow,credit card,Kips Bay,Financial District North,Manhattan,Manhattan
26-03-2019 18:21,26-03-2019 18:51,2,14,39,7,0,47.8,yellow,credit card,JFK Airport,Douglaston,Queens,Queens
15-03-2019 13:23,15-03-2019 13:36,1,1.2,9.5,0,0,10.3,yellow,cash,Bloomingdale,Manhattan Valley,Manhattan,Manhattan
12-03-2019 14:08,12-03-2019 14:17,5,1.35,7.5,1,0,11.8,yellow,credit card,Yorkville West,Lenox Hill West,Manhattan,Manhattan
02-03-2019 00:11,02-03-2019 00:30,0,2.8,14.5,0,0,18.3,yellow,cash,Lower East Side,Williamsburg (South Side),Manhattan,Brooklyn
29-03-2019 13:13,29-03-2019 13:21,2,0.97,7,2.06,0,12.36,yellow,credit card,Upper East Side North,Yorkville East,Manhattan,Manhattan
26-03-2019 00:16,26-03-2019 00:40,1,9.8,30,3,0,34.3,yellow,credit card,JFK Airport,Stuyvesant Heights,Queens,Brooklyn
03-03-2019 03:43,03-03-2019 03:58,1,3.9,14.5,2,0,20.3,yellow,credit card,East Village,Clinton West,Manhattan,Manhattan
24-03-2019 11:02,24-03-2019 11:18,1,1.9,11,1,0,15.3,yellow,credit card,Central Park,Penn Station/Madison Sq West,Manhattan,Manhattan
20-03-2019 15:39,20-03-2019 15:43,1,0.8,5,1.65,0,9.95,yellow,credit card,East Harlem South,Upper East Side North,Manhattan,Manhattan
17-03-2019 17:48,17-03-2019 17:59,1,1.79,9,2.46,0,14.76,yellow,credit card,Greenwich Village South,Kips Bay,Manhattan,Manhattan
19-03-2019 08:33,19-03-2019 09:05,1,7.19,26,5.86,0,35.16,yellow,credit card,Battery Park City,Midtown Center,Manhattan,Manhattan
30-03-2019 18:08,30-03-2019 18:16,1,1.33,7,2.06,0,12.36,yellow,credit card,UN/Turtle Bay South,Sutton Place/Turtle Bay North,Manhattan,Manhattan
03-03-2019 03:26,03-03-2019 03:46,1,6.85,23,0,0,26.8,yellow,cash,Meatpacking/West Village West,Morningside Heights,Manhattan,Manhattan
24-03-2019 17:41,24-03-2019 17:54,4,2.5,11.5,0,0,14.8,yellow,cash,West Chelsea/Hudson Yards,Battery Park City,Manhattan,Manhattan
06-03-2019 10:14,06-03-2019 10:22,1,1.08,7,1,0,11.3,yellow,credit card,Times Sq/Theatre District,Clinton West,Manhattan,Manhattan
24-03-2019 16:06,24-03-2019 16:22,1,2,12,3.05,0,18.35,yellow,credit card,Midtown North,UN/Turtle Bay South,Manhattan,Manhattan
12-03-2019 22:48,12-03-2019 23:18,2,20.25,52,7.94,5.76,69,yellow,credit card,JFK Airport,Lenox Hill East,Queens,Manhattan
17-03-2019 21:51,17-03-2019 22:05,1,2.6,11.5,2.7,0,18,yellow,credit card,Greenwich Village South,UN/Turtle Bay South,Manhattan,Manhattan
20-03-2019 19:09,20-03-2019 19:32,1,4.1,18,2.2,0,24.5,yellow,credit card,Little Italy/NoLiTa,Upper East Side South,Manhattan,Manhattan
18-03-2019 06:14,18-03-2019 06:35,2,9.41,27.5,0,0,30.8,yellow,cash,East Chelsea,Highbridge,Manhattan,Bronx
30-03-2019 03:04,30-03-2019 03:09,3,0.71,5,1.76,0,10.56,yellow,credit card,East Village,East Village,Manhattan,Manhattan
30-03-2019 16:36,30-03-2019 17:05,0,3,18.5,5.45,0,27.25,yellow,credit card,Midtown East,Little Italy/NoLiTa,Manhattan,Manhattan
31-03-2019 13:37,31-03-2019 13:56,2,3.5,15,0,0,18.3,yellow,cash,Penn Station/Madison Sq West,Upper East Side North,Manhattan,Manhattan
01-03-2019 21:23,01-03-2019 21:35,1,2.02,9.5,2,0,15.3,yellow,credit card,Murray Hill,West Village,Manhattan,Manhattan
21-03-2019 22:13,21-03-2019 22:15,2,0.98,4.5,1,0,9.3,yellow,credit card,Sutton Place/Turtle Bay North,Upper East Side South,Manhattan,Manhattan
04-03-2019 13:33,04-03-2019 13:35,0,0.3,3.5,1.7,0,8.5,yellow,credit card,Yorkville East,Yorkville East,Manhattan,Manhattan
28-03-2019 16:21,28-03-2019 16:32,1,1.63,9,2,0,15.3,yellow,credit card,Union Sq,East Village,Manhattan,Manhattan
14-03-2019 13:04,14-03-2019 13:12,0,0.8,6.5,1.95,0,11.75,yellow,credit card,Midtown South,Midtown Center,Manhattan,Manhattan
13-03-2019 12:22,13-03-2019 12:31,2,1.2,7.5,2.16,0,12.96,yellow,credit card,Upper East Side South,Upper East Side North,Manhattan,Manhattan
18-03-2019 08:45,18-03-2019 08:52,2,1.3,7,2.06,0,12.36,yellow,credit card,Upper East Side South,Upper East Side North,Manhattan,Manhattan
11-03-2019 12:11,11-03-2019 12:26,1,1.25,10.5,2.76,0,16.56,yellow,credit card,Midtown North,Midtown East,Manhattan,Manhattan
03-03-2019 02:48,03-03-2019 03:04,1,3.9,15.5,5.75,0,25.05,yellow,credit card,East Village,Clinton East,Manhattan,Manhattan
25-03-2019 08:16,25-03-2019 08:25,1,0.82,7,2.06,0,12.36,yellow,credit card,UN/Turtle Bay South,Midtown East,Manhattan,Manhattan
09-03-2019 18:18,09-03-2019 19:06,1,3.6,27.5,0,0,30.8,yellow,cash,Little Italy/NoLiTa,Times Sq/Theatre District,Manhattan,Manhattan
09-03-2019 06:20,09-03-2019 06:52,5,18.71,52,11.06,0,66.36,yellow,credit card,Flatiron,JFK Airport,Manhattan,Queens
20-03-2019 11:40,20-03-2019 11:54,6,2.55,11.5,2.96,0,17.76,yellow,credit card,Times Sq/Theatre District,Central Park,Manhattan,Manhattan
06-03-2019 07:13,06-03-2019 07:15,6,0.59,4,1.46,0,8.76,yellow,credit card,Financial District North,Financial District South,Manhattan,Manhattan
15-03-2019 18:28,15-03-2019 18:42,1,2.6,12,3.25,0,19.55,yellow,credit card,Midtown East,Central Park,Manhattan,Manhattan
12-03-2019 17:16,12-03-2019 17:39,1,2.9,16,4,0,24.3,yellow,credit card,Upper East Side North,Penn Station/Madison Sq West,Manhattan,Manhattan
14-03-2019 07:39,14-03-2019 07:57,3,3.75,15,3.66,0,21.96,yellow,credit card,Lenox Hill West,East Harlem North,Manhattan,Manhattan
26-03-2019 23:15,26-03-2019 23:18,1,1.06,5,0,0,8.8,yellow,cash,Upper West Side North,Central Harlem,Manhattan,Manhattan
25-03-2019 19:14,25-03-2019 19:22,1,2.8,10,2.85,0,17.15,yellow,credit card,Financial District North,Alphabet City,Manhattan,Manhattan
13-03-2019 11:17,13-03-2019 11:48,0,10,32,5,5.76,46.06,yellow,credit card,LaGuardia Airport,Midtown East,Queens,Manhattan
05-03-2019 21:21,05-03-2019 21:37,4,3.33,14,0.89,0,18.69,yellow,credit card,Lincoln Square East,Central Harlem,Manhattan,Manhattan
30-03-2019 16:25,30-03-2019 16:38,1,2.5,11.5,0,0,14.8,yellow,cash,Times Sq/Theatre District,Upper West Side North,Manhattan,Manhattan
06-03-2019 12:39,06-03-2019 13:07,0,1.4,16,3.85,0,23.15,yellow,credit card,Penn Station/Madison Sq West,Times Sq/Theatre District,Manhattan,Manhattan
11-03-2019 10:10,11-03-2019 10:31,1,2.2,14,3,0,20.3,yellow,credit card,Midtown Center,Upper East Side North,Manhattan,Manhattan
24-03-2019 11:35,24-03-2019 11:48,5,2.08,10.5,4.14,0,17.94,yellow,credit card,Central Park,Midtown Center,Manhattan,Manhattan
17-03-2019 07:46,17-03-2019 07:58,1,3.5,12.5,2.5,0,18.3,yellow,credit card,World Trade Center,Penn Station/Madison Sq West,Manhattan,Manhattan
12-03-2019 11:29,12-03-2019 11:51,1,1.9,14,3.45,0,20.75,yellow,credit card,Union Sq,Times Sq/Theatre District,Manhattan,Manhattan
10-03-2019 15:29,10-03-2019 15:38,1,1.55,8,2.26,0,13.56,yellow,credit card,Lincoln Square West,Upper West Side South,Manhattan,Manhattan
06-03-2019 12:28,06-03-2019 12:49,1,1.42,13.5,0,0,16.8,yellow,cash,Upper East Side North,Midtown East,Manhattan,Manhattan
04-03-2019 15:59,04-03-2019 16:10,1,1.6,9,2.66,0,15.96,yellow,credit card,Lenox Hill West,Midtown Center,Manhattan,Manhattan
20-03-2019 02:56,20-03-2019 03:04,1,2.5,9,2.55,0,15.35,yellow,credit card,Midtown South,TriBeCa/Civic Center,Manhattan,Manhattan
20-03-2019 08:15,20-03-2019 08:38,1,5.59,18.03,0,0,18.33,yellow,credit card,Flatiron,Clinton West,Manhattan,Manhattan
25-03-2019 00:44,25-03-2019 01:11,1,16.65,45.5,9.36,0,56.16,yellow,credit card,JFK Airport,Williamsburg (North Side),Queens,Brooklyn
18-03-2019 20:04,18-03-2019 20:19,1,1.9,11,3.7,0,18.5,yellow,credit card,Kips Bay,East Chelsea,Manhattan,Manhattan
17-03-2019 16:33,17-03-2019 16:47,0,1.8,10,3.45,0,17.25,yellow,credit card,UN/Turtle Bay South,Lenox Hill West,Manhattan,Manhattan
21-03-2019 23:14,21-03-2019 23:34,1,7.03,23,4.86,0,29.16,yellow,credit card,LaGuardia Airport,Williamsburg (North Side),Queens,Brooklyn
02-03-2019 11:31,02-03-2019 12:20,1,25.28,70,0,0,70.8,yellow,credit card,East Harlem North,Brooklyn Heights,Manhattan,Brooklyn
31-03-2019 05:24,31-03-2019 05:30,1,2.01,7.5,0,0,11.3,yellow,cash,Clinton East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
08-03-2019 18:13,08-03-2019 18:39,1,2.8,17.5,4.35,0,26.15,yellow,credit card,West Village,Lincoln Square East,Manhattan,Manhattan
31-03-2019 02:00,31-03-2019 02:08,1,2.28,8.5,2.46,0,14.76,yellow,credit card,Lenox Hill East,UN/Turtle Bay South,Manhattan,Manhattan
17-03-2019 06:44,17-03-2019 07:37,1,9.13,38,6.5,0,47.8,yellow,credit card,Times Sq/Theatre District,Windsor Terrace,Manhattan,Brooklyn
03-03-2019 12:30,03-03-2019 12:32,1,0.81,4.5,1.56,0,9.36,yellow,credit card,Yorkville West,Upper East Side North,Manhattan,Manhattan
05-03-2019 19:32,05-03-2019 20:03,1,5.62,24,8.49,0,36.79,yellow,credit card,Times Sq/Theatre District,Seaport,Manhattan,Manhattan
06-03-2019 09:58,06-03-2019 09:59,1,0.42,3.5,0,0,6.8,yellow,cash,Garment District,Times Sq/Theatre District,Manhattan,Manhattan
14-03-2019 07:24,14-03-2019 07:32,5,1.3,7,1,0,11.3,yellow,credit card,Upper West Side North,Lincoln Square West,Manhattan,Manhattan
14-03-2019 00:58,14-03-2019 01:05,1,1.18,6.5,0,0,10.3,yellow,cash,Clinton East,Midtown North,Manhattan,Manhattan
16-03-2019 08:36,16-03-2019 08:41,1,1.3,6,0,0,9.3,yellow,cash,Stuy Town/Peter Cooper Village,Murray Hill,Manhattan,Manhattan
29-03-2019 16:13,29-03-2019 16:29,2,2.1,11.5,3.15,0,18.95,yellow,credit card,Upper West Side South,Upper East Side South,Manhattan,Manhattan
15-03-2019 20:44,15-03-2019 21:11,1,3.37,17.5,4.26,0,25.56,yellow,credit card,Penn Station/Madison Sq West,Lower East Side,Manhattan,Manhattan
20-03-2019 13:57,20-03-2019 14:03,1,0.7,6,1.85,0,11.15,yellow,credit card,Upper East Side South,Midtown Center,Manhattan,Manhattan
05-03-2019 16:31,05-03-2019 16:46,2,1.1,9.5,0,0,13.8,yellow,cash,Upper East Side North,Lenox Hill East,Manhattan,Manhattan
06-03-2019 16:14,06-03-2019 16:22,1,0.7,6.5,2.2,0,13,yellow,credit card,Lenox Hill East,Yorkville West,Manhattan,Manhattan
30-03-2019 15:56,30-03-2019 16:06,1,0.96,8,1,0,12.3,yellow,credit card,Union Sq,East Village,Manhattan,Manhattan
23-03-2019 15:26,23-03-2019 15:39,1,1.73,10,0,0,13.3,yellow,cash,West Village,Little Italy/NoLiTa,Manhattan,Manhattan
29-03-2019 23:59,30-03-2019 00:11,1,1.65,9.5,0,0,13.3,yellow,cash,Greenwich Village South,Murray Hill,Manhattan,Manhattan
23-03-2019 20:30,23-03-2019 20:37,1,1.26,6.5,1,0,11.3,yellow,credit card,Lower East Side,East Village,Manhattan,Manhattan
21-03-2019 08:24,21-03-2019 08:30,1,0.7,6,0,0,9.3,yellow,cash,Upper East Side South,Midtown Center,Manhattan,Manhattan
30-03-2019 19:49,30-03-2019 19:55,1,1.11,6,1.86,0,11.16,yellow,credit card,Upper East Side South,Yorkville West,Manhattan,Manhattan
26-03-2019 19:35,26-03-2019 19:42,1,0.95,6.5,1.75,0,12.55,yellow,credit card,Little Italy/NoLiTa,TriBeCa/Civic Center,Manhattan,Manhattan
14-03-2019 02:45,14-03-2019 03:13,1,17.95,52,0,0,55.3,yellow,cash,JFK Airport,Midtown North,Queens,Manhattan
03-03-2019 01:19,03-03-2019 01:25,2,1,5.5,1.85,0,11.15,yellow,credit card,West Village,SoHo,Manhattan,Manhattan
27-03-2019 13:40,27-03-2019 14:01,1,2.3,14,0,0,17.3,yellow,cash,Greenwich Village North,Midtown North,Manhattan,Manhattan
01-03-2019 17:35,01-03-2019 17:44,1,1.1,7.5,2.35,0,14.15,yellow,credit card,Kips Bay,East Village,Manhattan,Manhattan
31-03-2019 00:35,31-03-2019 01:12,1,7.58,28.5,8.08,0,40.38,yellow,credit card,Midtown North,Park Slope,Manhattan,Brooklyn
30-03-2019 23:41,30-03-2019 23:47,2,0.78,5.5,0,0,9.3,yellow,cash,Midtown Center,Midtown North,Manhattan,Manhattan
25-03-2019 16:18,25-03-2019 16:45,1,8.54,24.74,0,0,25.54,yellow,credit card,Kips Bay,Hamilton Heights,Manhattan,Manhattan
17-03-2019 10:14,17-03-2019 10:20,1,1.6,7.5,2.15,0,12.95,yellow,credit card,Yorkville East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
24-03-2019 15:43,24-03-2019 16:02,1,3.2,14.5,0,0,15.3,yellow,cash,,,,
10-03-2019 16:38,10-03-2019 17:03,1,2.4,17,4.25,0,25.55,yellow,credit card,East Village,Lenox Hill West,Manhattan,Manhattan
22-03-2019 01:17,22-03-2019 01:30,1,2.3,10,2.76,0,16.56,yellow,credit card,Murray Hill,West Village,Manhattan,Manhattan
16-03-2019 20:41,16-03-2019 21:01,1,2.24,13,3.36,0,20.16,yellow,credit card,Meatpacking/West Village West,Murray Hill,Manhattan,Manhattan
07-03-2019 08:00,07-03-2019 08:17,1,1.94,12,1,0,16.3,yellow,credit card,Lincoln Square East,Midtown Center,Manhattan,Manhattan
01-03-2019 04:34,01-03-2019 04:37,1,0.8,5,2.2,0,11,yellow,credit card,Times Sq/Theatre District,Penn Station/Madison Sq West,Manhattan,Manhattan
14-03-2019 21:38,14-03-2019 21:59,1,4.96,20.5,4.86,0,29.16,yellow,credit card,Financial District North,Midtown South,Manhattan,Manhattan
23-03-2019 23:11,23-03-2019 23:29,1,4.4,16.5,0,0,20.3,yellow,cash,Downtown Brooklyn/MetroTech,West Chelsea/Hudson Yards,Brooklyn,Manhattan
27-03-2019 09:22,27-03-2019 09:27,1,1.2,6,2.3,0,11.6,yellow,credit card,Clinton West,Central Park,Manhattan,Manhattan
26-03-2019 09:55,26-03-2019 10:08,1,1.2,9.5,1.28,0,14.08,yellow,credit card,Flatiron,Midtown South,Manhattan,Manhattan
19-03-2019 22:20,19-03-2019 22:20,1,0,52,0,5.76,61.06,yellow,cash,Midtown Center,Midtown Center,Manhattan,Manhattan
06-03-2019 20:24,06-03-2019 20:33,1,1.17,7.5,0,0,11.3,yellow,cash,Lenox Hill East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
01-03-2019 16:58,01-03-2019 17:13,4,1.8,10.5,0,0,14.8,yellow,cash,East Chelsea,Flatiron,Manhattan,Manhattan
18-03-2019 00:12,18-03-2019 00:31,1,3.9,16,0,0,19.8,yellow,cash,East Village,East Williamsburg,Manhattan,Brooklyn
02-03-2019 17:20,02-03-2019 17:24,1,1.13,5.5,0,0,8.8,yellow,cash,Upper East Side North,East Harlem North,Manhattan,Manhattan
25-03-2019 19:31,25-03-2019 19:36,1,1.1,6,2.05,0,12.35,yellow,credit card,Lenox Hill West,Yorkville West,Manhattan,Manhattan
11-03-2019 19:48,11-03-2019 19:52,3,0.4,4,1.11,0,6.91,yellow,credit card,Manhattan Valley,Bloomingdale,Manhattan,Manhattan
26-03-2019 23:15,26-03-2019 23:21,2,1.19,6,1.96,0,11.76,yellow,credit card,Union Sq,West Village,Manhattan,Manhattan
30-03-2019 21:54,30-03-2019 21:58,1,0.8,5,1,0,9.8,yellow,credit card,Manhattan Valley,Upper West Side North,Manhattan,Manhattan
03-03-2019 08:52,03-03-2019 08:54,1,0.82,4.5,1,0,8.8,yellow,credit card,Sutton Place/Turtle Bay North,Lenox Hill West,Manhattan,Manhattan
05-03-2019 14:19,05-03-2019 14:38,5,1.55,12.5,3.16,0,18.96,yellow,credit card,Penn Station/Madison Sq West,Midtown East,Manhattan,Manhattan
24-03-2019 17:29,24-03-2019 18:04,1,6.3,27.5,0,0,30.8,yellow,credit card,Murray Hill,Williamsburg (South Side),Manhattan,Brooklyn
15-03-2019 08:19,15-03-2019 09:06,1,10.54,40,12.26,5.76,61.32,yellow,credit card,Times Sq/Theatre District,LaGuardia Airport,Manhattan,Queens
14-03-2019 01:33,14-03-2019 01:45,1,4.17,14.5,3.66,0,21.96,yellow,credit card,Lower East Side,Midtown Center,Manhattan,Manhattan
01-03-2019 22:48,01-03-2019 22:50,1,0,3,0,0,6.8,yellow,,Times Sq/Theatre District,Times Sq/Theatre District,Manhattan,Manhattan
19-03-2019 20:13,19-03-2019 20:16,3,0.6,4,1.17,0,8.97,yellow,credit card,West Village,Greenwich Village South,Manhattan,Manhattan
07-03-2019 18:38,07-03-2019 18:50,1,1.9,9.5,2.75,0,16.55,yellow,credit card,Sutton Place/Turtle Bay North,Yorkville East,Manhattan,Manhattan
26-03-2019 20:20,26-03-2019 20:24,1,0.63,5,1.76,0,10.56,yellow,credit card,Clinton East,West Chelsea/Hudson Yards,Manhattan,Manhattan
24-03-2019 11:24,24-03-2019 11:40,1,6.95,21,4.86,0,29.16,yellow,credit card,East Harlem North,Little Italy/NoLiTa,Manhattan,Manhattan
23-03-2019 19:41,23-03-2019 19:52,1,1.11,8.5,2.36,0,14.16,yellow,credit card,Times Sq/Theatre District,UN/Turtle Bay South,Manhattan,Manhattan
06-03-2019 07:09,06-03-2019 07:16,1,1.33,7,2.06,0,12.36,yellow,credit card,Yorkville West,Central Park,Manhattan,Manhattan
10-03-2019 10:27,10-03-2019 10:31,5,0.63,4.5,1.56,0,9.36,yellow,credit card,Clinton East,Times Sq/Theatre District,Manhattan,Manhattan
25-03-2019 23:43,25-03-2019 23:53,1,2.21,10,2,0,15.8,yellow,credit card,Upper West Side North,Lincoln Square West,Manhattan,Manhattan
24-03-2019 00:44,24-03-2019 00:50,1,1.2,6,1.95,0,11.75,yellow,credit card,Clinton East,East Chelsea,Manhattan,Manhattan
02-03-2019 23:52,03-03-2019 00:03,2,1.3,8.5,2.45,0,14.75,yellow,credit card,Greenwich Village North,Gramercy,Manhattan,Manhattan
10-03-2019 11:40,10-03-2019 11:57,2,2.66,12.5,2,0,17.8,yellow,credit card,Upper East Side South,Gramercy,Manhattan,Manhattan
03-03-2019 19:55,03-03-2019 20:00,2,1.04,5.5,1.76,0,10.56,yellow,credit card,Flatiron,Hudson Sq,Manhattan,Manhattan
21-03-2019 01:03,21-03-2019 01:11,1,2.3,10,0,0,13.8,yellow,cash,Lower East Side,Williamsburg (North Side),Manhattan,Brooklyn
31-03-2019 09:46,31-03-2019 09:59,1,3.41,12.5,1,0,16.8,yellow,credit card,Penn Station/Madison Sq West,Upper East Side North,Manhattan,Manhattan
08-03-2019 21:21,08-03-2019 21:36,1,3.2,12.5,2,0,18.3,yellow,credit card,Garment District,Yorkville West,Manhattan,Manhattan
06-03-2019 11:21,06-03-2019 11:28,1,0.55,5.5,1.76,0,10.56,yellow,credit card,Yorkville West,Lenox Hill West,Manhattan,Manhattan
05-03-2019 21:37,05-03-2019 21:47,2,1.47,8,2.36,0,14.16,yellow,credit card,East Village,Union Sq,Manhattan,Manhattan
02-03-2019 20:35,02-03-2019 20:49,1,4.23,14,0,0,15.3,yellow,cash,LaGuardia Airport,Long Island City/Queens Plaza,Queens,Queens
30-03-2019 18:22,30-03-2019 18:33,1,1.54,9,2.46,0,14.76,yellow,credit card,Lower East Side,Kips Bay,Manhattan,Manhattan
07-03-2019 17:27,07-03-2019 18:13,1,6.6,30,0,0,31.8,yellow,credit card,Downtown Brooklyn/MetroTech,Bensonhurst West,Brooklyn,Brooklyn
07-03-2019 15:39,07-03-2019 15:44,3,0.7,5.5,1.76,0,10.56,yellow,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
28-03-2019 08:21,28-03-2019 08:38,1,2.12,12.5,0,0,15.8,yellow,cash,East Village,Flatiron,Manhattan,Manhattan
07-03-2019 13:02,07-03-2019 13:31,2,1.7,17.5,4.15,0,24.95,yellow,credit card,Penn Station/Madison Sq West,Midtown East,Manhattan,Manhattan
19-03-2019 11:34,19-03-2019 11:44,1,1.87,8,0,0,11.3,yellow,cash,Upper West Side North,Lincoln Square East,Manhattan,Manhattan
12-03-2019 09:49,12-03-2019 10:04,6,0.97,10,2.66,0,15.96,yellow,credit card,Midtown East,Murray Hill,Manhattan,Manhattan
29-03-2019 10:12,29-03-2019 10:46,1,3.53,22,1,0,26.3,yellow,credit card,Yorkville East,Times Sq/Theatre District,Manhattan,Manhattan
02-03-2019 01:17,02-03-2019 01:36,1,3.55,14.5,2.5,0,20.8,yellow,credit card,Clinton East,Lower East Side,Manhattan,Manhattan
13-03-2019 21:19,13-03-2019 21:28,1,1.8,8.5,2.45,0,14.75,yellow,credit card,Union Sq,Sutton Place/Turtle Bay North,Manhattan,Manhattan
21-03-2019 06:11,21-03-2019 06:25,1,2.35,11,3.58,0,17.88,yellow,credit card,Times Sq/Theatre District,Gramercy,Manhattan,Manhattan
17-03-2019 12:53,17-03-2019 13:35,1,3.44,25.5,5.76,0,34.56,yellow,credit card,Garment District,Upper East Side North,Manhattan,Manhattan
16-03-2019 21:38,16-03-2019 21:42,1,0.62,4.5,0,0,8.3,yellow,cash,Clinton West,Clinton East,Manhattan,Manhattan
27-03-2019 22:08,27-03-2019 22:17,1,1.2,7.5,2.25,0,13.55,yellow,credit card,Midtown North,Lincoln Square West,Manhattan,Manhattan
12-03-2019 22:25,12-03-2019 22:33,4,1.74,8,1,0,12.8,yellow,credit card,East Village,Hudson Sq,Manhattan,Manhattan
